Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;Unnamed: 15;Unnamed: 16;year
2005-01-23;01.00.00;-200,0;1066.0;-200.0;7,5;880.0;313.0;784.0;181.0;946.0;1240.0;7,0;39,9;0,4006;;;2005
2005-01-23;02.00.00;-200,0;1051.0;-200.0;7,6;883.0;241.0;783.0;150.0;978.0;1169.0;5,7;44,3;0,4093;;;2005
2005-01-23;03.00.00;-200,0;992.0;-200.0;5,9;808.0;-200.0;849.0;-200.0;926.0;1052.0;4,7;46,6;0,4025;;;2005
2005-01-23;04.00.00;-200,0;969.0;-200.0;5,5;788.0;224.0;854.0;139.0;938.0;1006.0;4,2;50,8;0,4234;;;2005
2005-01-23;05.00.00;-200,0;862.0;-200.0;2,3;609.0;82.0;1101.0;74.0;810.0;757.0;4,6;45,1;0,3861;;;2005
2005-01-23;06.00.00;-200,0;859.0;-200.0;2,0;581.0;89.0;1112.0;73.0;829.0;753.0;2,7;53,3;0,4006;;;2005
2005-01-23;07.00.00;-200,0;849.0;-200.0;1,6;552.0;93.0;1165.0;77.0;812.0;737.0;3,1;51,0;0,3947;;;2005
2005-01-23;08.00.00;-200,0;879.0;-200.0;2,1;594.0;134.0;1119.0;98.0;839.0;792.0;2,5;54,1;0,4017;;;2005
2005-01-23;09.00.00;-200,0;956.0;-200.0;4,4;735.0;189.0;915.0;121.0;942.0;945.0;3,1;53,5;0,4123;;;2005
2005-01-23;10.00.00;-200,0;1039.0;-200.0;6,4;828.0;292.0;791.0;162.0;987.0;1115.0;5,0;47,5;0,4180;;;2005
2005-01-23;11.00.00;-200,0;1066.0;-200.0;7,3;871.0;326.0;775.0;178.0;996.0;1131.0;5,8;43,4;0,4032;;;2005
2005-01-23;12.00.00;-200,0;1124.0;-200.0;8,7;927.0;397.0;722.0;206.0;1047.0;1242.0;7,1;42,8;0,4327;;;2005
2005-01-23;13.00.00;-200,0;1160.0;-200.0;9,2;948.0;371.0;712.0;191.0;1072.0;1289.0;7,9;41,6;0,4459;;;2005
2005-01-23;14.00.00;-200,0;1110.0;-200.0;7,9;896.0;305.0;737.0;175.0;1040.0;1276.0;8,1;41,2;0,4480;;;2005
2005-01-23;15.00.00;-200,0;1138.0;-200.0;9,0;940.0;328.0;706.0;169.0;1088.0;1359.0;8,3;41,3;0,4533;;;2005
2005-01-23;16.00.00;-200,0;1095.0;-200.0;7,0;857.0;281.0;756.0;180.0;1075.0;1020.0;8,9;49,1;0,5629;;;2005
2005-01-23;17.00.00;-200,0;1045.0;-200.0;3,7;694.0;168.0;911.0;124.0;1025.0;805.0;7,1;66,0;0,6678;;;2005
2005-01-23;18.00.00;-200,0;1078.0;-200.0;4,3;727.0;183.0;849.0;130.0;1057.0;857.0;5,7;75,1;0,6942;;;2005
2005-01-23;19.00.00;-200,0;1169.0;-200.0;6,8;846.0;217.0;767.0;141.0;1157.0;942.0;5,4;77,6;0,7031;;;2005
2005-01-23;20.00.00;-200,0;1174.0;-200.0;8,7;926.0;245.0;674.0;157.0;1220.0;1020.0;5,4;78,2;0,7074;;;2005
2005-01-23;21.00.00;-200,0;1075.0;-200.0;4,7;749.0;154.0;827.0;123.0;1050.0;899.0;7,3;68,1;0,6979;;;2005
2005-01-23;22.00.00;-200,0;1044.0;-200.0;3,5;685.0;141.0;903.0;104.0;1042.0;860.0;5,8;74,4;0,6924;;;2005
2005-01-23;23.00.00;-200,0;1110.0;-200.0;5,4;782.0;210.0;798.0;134.0;1101.0;954.0;6,2;72,3;0,6887;;;2005
2005-01-24;00.00.00;-200,0;1086.0;-200.0;4,4;733.0;140.0;848.0;105.0;1064.0;883.0;5,9;72,7;0,6791;;;2005
2005-01-24;01.00.00;-200,0;1092.0;-200.0;6,0;811.0;191.0;773.0;121.0;1129.0;966.0;5,0;76,5;0,6728;;;2005
2005-01-24;02.00.00;0,1;1127.0;-200.0;7,6;884.0;248.0;704.0;136.0;1173.0;983.0;4,0;80,4;0,6630;;;2005
2005-01-24;03.00.00;-200,0;881.0;-200.0;1,9;578.0;-200.0;1017.0;-200.0;876.0;607.0;5,8;59,0;0,5493;;;2005
2005-01-24;04.00.00;-200,0;831.0;-200.0;1,0;498.0;50.0;1237.0;48.0;855.0;443.0;5,8;59,5;0,5519;;;2005
2005-01-24;05.00.00;0,3;791.0;-200.0;0,6;459.0;43.0;1421.0;40.0;809.0;390.0;6,6;51,3;0,5026;;;2005
2005-01-24;06.00.00;0,5;836.0;-200.0;1,2;520.0;86.0;1296.0;67.0;832.0;479.0;7,0;47,2;0,4745;;;2005
2005-01-24;07.00.00;0,6;907.0;-200.0;2,9;644.0;152.0;1028.0;104.0;902.0;732.0;6,6;47,9;0,4686;;;2005
2005-01-24;08.00.00;1,8;1174.0;-200.0;11,1;1018.0;341.0;688.0;169.0;1210.0;1149.0;7,2;49,8;0,5061;;;2005
2005-01-24;09.00.00;2,0;1094.0;-200.0;9,7;967.0;355.0;682.0;203.0;1147.0;1136.0;6,9;52,8;0,5293;;;2005
2005-01-24;10.00.00;1,4;992.0;-200.0;5,7;800.0;327.0;797.0;183.0;1007.0;934.0;8,7;46,7;0,5249;;;2005
2005-01-24;11.00.00;0,6;955.0;-200.0;5,4;783.0;240.0;844.0;151.0;976.0;845.0;10,0;40,6;0,4971;;;2005
2005-01-24;12.00.00;0,5;959.0;-200.0;5,1;771.0;217.0;852.0;138.0;975.0;808.0;11,8;35,4;0,4877;;;2005
2005-01-24;13.00.00;0,7;981.0;-200.0;5,8;804.0;191.0;829.0;127.0;997.0;783.0;10,7;37,2;0,4788;;;2005
2005-01-24;14.00.00;0,7;947.0;-200.0;5,6;791.0;-200.0;825.0;-200.0;963.0;785.0;10,9;34,9;0,4560;;;2005
2005-01-24;15.00.00;1,1;1023.0;-200.0;8,0;898.0;256.0;759.0;148.0;1034.0;899.0;10,7;33,1;0,4256;;;2005
2005-01-24;16.00.00;1,3;1009.0;-200.0;7,1;860.0;287.0;787.0;172.0;993.0;922.0;10,6;34,2;0,4375;;;2005
2005-01-24;17.00.00;1,0;1007.0;-200.0;7,6;884.0;278.0;780.0;163.0;1014.0;951.0;8,9;38,1;0,4341;;;2005
2005-01-24;18.00.00;1,5;1054.0;-200.0;10,4;992.0;302.0;715.0;180.0;1092.0;1051.0;7,8;39,7;0,4206;;;2005
2005-01-24;19.00.00;1,5;1018.0;-200.0;8,9;934.0;259.0;740.0;169.0;1014.0;967.0;7,3;42,2;0,4341;;;2005
2005-01-24;20.00.00;1,2;976.0;-200.0;7,3;870.0;221.0;795.0;152.0;971.0;861.0;6,9;42,5;0,4257;;;2005
2005-01-24;21.00.00;0,3;872.0;-200.0;3,6;689.0;142.0;970.0;107.0;866.0;631.0;6,6;43,2;0,4247;;;2005
2005-01-24;22.00.00;-200,0;805.0;-200.0;1,7;559.0;93.0;1183.0;75.0;781.0;466.0;6,4;41,7;0,4034;;;2005
2005-01-24;23.00.00;-200,0;800.0;-200.0;1,5;541.0;71.0;1250.0;58.0;779.0;407.0;6,1;42,6;0,4041;;;2005
2005-01-25;00.00.00;-200,0;785.0;-200.0;1,0;504.0;66.0;1306.0;57.0;760.0;387.0;5,9;41,8;0,3928;;;2005
2005-01-25;01.00.00;-200,0;757.0;-200.0;0,6;459.0;49.0;1447.0;44.0;735.0;337.0;5,7;41,5;0,3836;;;2005
2005-01-25;02.00.00;-200,0;751.0;-200.0;0,4;424.0;29.0;1583.0;29.0;726.0;303.0;5,5;42,4;0,3867;;;2005
2005-01-25;03.00.00;-200,0;766.0;-200.0;0,3;412.0;-200.0;1651.0;-200.0;763.0;295.0;4,5;52,0;0,4436;;;2005
2005-01-25;04.00.00;-200,0;759.0;-200.0;0,2;399.0;19.0;1696.0;19.0;749.0;288.0;4,3;51,6;0,4323;;;2005
2005-01-25;05.00.00;-200,0;758.0;-200.0;0,2;388.0;20.0;1785.0;20.0;765.0;274.0;3,7;56,3;0,4530;;;2005
2005-01-25;06.00.00;-200,0;761.0;-200.0;0,1;383.0;39.0;1745.0;35.0;787.0;289.0;3,3;58,1;0,4559;;;2005
2005-01-25;07.00.00;-200,0;762.0;-200.0;0,4;434.0;77.0;1556.0;60.0;763.0;318.0;3,9;47,3;0,3862;;;2005
2005-01-25;08.00.00;0,2;869.0;-200.0;2,9;646.0;180.0;1068.0;115.0;876.0;476.0;4,3;45,9;0,3843;;;2005
2005-01-25;09.00.00;0,7;938.0;-200.0;5,4;785.0;243.0;853.0;157.0;969.0;704.0;4,2;50,1;0,4168;;;2005
2005-01-25;10.00.00;0,5;951.0;-200.0;5,1;769.0;236.0;856.0;147.0;1000.0;735.0;3,4;62,7;0,4943;;;2005
2005-01-25;11.00.00;0,4;892.0;-200.0;3,8;702.0;297.0;935.0;188.0;924.0;735.0;5,0;51,4;0,4534;;;2005
2005-01-25;12.00.00;0,3;876.0;-200.0;3,9;703.0;235.0;968.0;126.0;892.0;653.0;5,7;44,1;0,4063;;;2005
2005-01-25;13.00.00;0,3;872.0;-200.0;3,6;686.0;186.0;972.0;114.0;880.0;603.0;5,2;44,5;0,3968;;;2005
2005-01-25;14.00.00;0,4;893.0;-200.0;4,2;722.0;196.0;932.0;123.0;917.0;645.0;4,7;48,6;0,4194;;;2005
2005-01-25;15.00.00;0,2;879.0;-200.0;3,6;687.0;167.0;980.0;107.0;914.0;564.0;4,5;51,0;0,4327;;;2005
2005-01-25;16.00.00;0,4;896.0;-200.0;3,6;689.0;211.0;966.0;121.0;909.0;614.0;5,1;50,1;0,4432;;;2005
2005-01-25;17.00.00;0,4;909.0;-200.0;3,9;706.0;194.0;928.0;118.0;923.0;658.0;5,0;50,4;0,4430;;;2005
2005-01-25;18.00.00;0,7;958.0;-200.0;4,9;758.0;206.0;858.0;134.0;985.0;719.0;4,3;56,4;0,4721;;;2005
2005-01-25;19.00.00;1,0;984.0;-200.0;5,8;803.0;211.0;813.0;142.0;1012.0;772.0;4,3;56,7;0,4760;;;2005
2005-01-25;20.00.00;1,1;991.0;-200.0;6,1;814.0;197.0;790.0;133.0;1040.0;812.0;4,3;57,0;0,4771;;;2005
2005-01-25;21.00.00;0,3;881.0;-200.0;2,8;638.0;139.0;990.0;106.0;910.0;583.0;3,5;60,3;0,4782;;;2005
2005-01-25;22.00.00;0,1;853.0;-200.0;2,4;616.0;113.0;1071.0;87.0;870.0;491.0;4,1;52,5;0,4351;;;2005
2005-01-25;23.00.00;-200,0;804.0;-200.0;1,5;546.0;81.0;1194.0;67.0;796.0;400.0;3,9;50,6;0,4127;;;2005
2005-01-26;00.00.00;-200,0;788.0;-200.0;1,1;514.0;63.0;1285.0;55.0;771.0;354.0;3,9;47,7;0,3901;;;2005
2005-01-26;01.00.00;-200,0;788.0;-200.0;0,9;487.0;55.0;1346.0;49.0;769.0;329.0;4,0;47,8;0,3939;;;2005
2005-01-26;02.00.00;-200,0;763.0;-200.0;0,4;428.0;31.0;1532.0;30.0;757.0;296.0;3,9;50,9;0,4144;;;2005
2005-01-26;03.00.00;-200,0;771.0;-200.0;0,3;410.0;-200.0;1622.0;-200.0;765.0;283.0;3,0;57,7;0,4423;;;2005
2005-01-26;04.00.00;-200,0;747.0;-200.0;0,2;390.0;20.0;1775.0;20.0;738.0;266.0;3,3;52,8;0,4137;;;2005
2005-01-26;05.00.00;-200,0;744.0;-200.0;0,1;383.0;17.0;1881.0;17.0;720.0;253.0;2,7;53,9;0,4062;;;2005
2005-01-26;06.00.00;-200,0;774.0;-200.0;0,5;441.0;42.0;1646.0;35.0;760.0;282.0;2,8;54,4;0,4110;;;2005
2005-01-26;07.00.00;-200,0;800.0;-200.0;0,9;492.0;90.0;1310.0;71.0;783.0;353.0;3,6;49,0;0,3915;;;2005
2005-01-26;08.00.00;0,3;896.0;-200.0;3,3;668.0;227.0;1043.0;136.0;887.0;519.0;3,3;50,2;0,3934;;;2005
2005-01-26;09.00.00;0,6;913.0;-200.0;4,4;733.0;250.0;902.0;163.0;901.0;681.0;3,5;47,5;0,3778;;;2005
2005-01-26;10.00.00;0,3;871.0;-200.0;2,8;638.0;219.0;1022.0;143.0;860.0;583.0;4,3;49,4;0,4136;;;2005
2005-01-26;11.00.00;0,1;872.0;-200.0;3,2;662.0;211.0;1007.0;134.0;874.0;628.0;4,5;48,4;0,4131;;;2005
2005-01-26;12.00.00;0,1;858.0;-200.0;2,7;634.0;189.0;1053.0;130.0;868.0;566.0;4,3;50,0;0,4199;;;2005
2005-01-26;13.00.00;0,2;876.0;-200.0;3,5;683.0;180.0;993.0;122.0;894.0;572.0;4,3;49,7;0,4166;;;2005
2005-01-26;14.00.00;0,5;900.0;-200.0;4,8;751.0;197.0;891.0;129.0;913.0;637.0;4,9;45,3;0,3955;;;2005
2005-01-26;15.00.00;0,3;864.0;-200.0;3,4;678.0;198.0;987.0;132.0;866.0;579.0;5,6;42,4;0,3884;;;2005
2005-01-26;16.00.00;0,3;902.0;-200.0;4,2;721.0;203.0;924.0;133.0;900.0;666.0;5,7;43,1;0,3984;;;2005
2005-01-26;17.00.00;0,3;916.0;-200.0;4,2;720.0;188.0;912.0;126.0;922.0;707.0;4,8;49,7;0,4305;;;2005
2005-01-26;18.00.00;1,0;1004.0;-200.0;8,5;918.0;294.0;752.0;177.0;1033.0;990.0;5,1;43,0;0,3821;;;2005
2005-01-26;19.00.00;1,4;1024.0;-200.0;9,2;945.0;302.0;729.0;185.0;1073.0;1026.0;5,3;44,4;0,3970;;;2005
2005-01-26;20.00.00;1,4;1011.0;-200.0;7,6;884.0;261.0;763.0;169.0;1048.0;910.0;4,9;47,9;0,4180;;;2005
2005-01-26;21.00.00;1,1;1006.0;-200.0;6,2;822.0;232.0;794.0;151.0;1025.0;897.0;4,7;50,8;0,4398;;;2005
2005-01-26;22.00.00;0,4;913.0;-200.0;2,9;645.0;154.0;966.0;114.0;922.0;651.0;4,6;54,8;0,4704;;;2005
2005-01-26;23.00.00;0,2;905.0;-200.0;2,5;620.0;120.0;986.0;90.0;904.0;598.0;4,0;56,8;0,4688;;;2005
2005-01-27;00.00.00;0,2;872.0;-200.0;2,6;628.0;117.0;1009.0;87.0;857.0;560.0;4,2;46,8;0,3900;;;2005
2005-01-27;01.00.00;0,2;843.0;-200.0;2,2;597.0;108.0;1059.0;83.0;808.0;527.0;4,5;42,0;0,3571;;;2005
2005-01-27;02.00.00;0,2;863.0;-200.0;2,5;622.0;97.0;1025.0;74.0;826.0;574.0;4,1;42,1;0,3487;;;2005
2005-01-27;03.00.00;-200,0;791.0;-200.0;0,8;480.0;-200.0;1259.0;-200.0;738.0;422.0;4,5;39,7;0,3379;;;2005
2005-01-27;04.00.00;-200,0;769.0;-200.0;0,3;412.0;28.0;1481.0;28.0;727.0;326.0;4,4;42,2;0,3571;;;2005
2005-01-27;05.00.00;0,4;778.0;-200.0;0,3;417.0;27.0;1531.0;26.0;745.0;312.0;4,1;45,9;0,3804;;;2005
2005-01-27;06.00.00;0,5;801.0;-200.0;0,7;470.0;81.0;1313.0;61.0;762.0;382.0;4,3;42,5;0,3556;;;2005
2005-01-27;07.00.00;0,7;827.0;-200.0;1,4;533.0;129.0;1198.0;91.0;775.0;488.0;4,6;38,1;0,3267;;;2005
2005-01-27;08.00.00;1,9;1038.0;-200.0;6,6;837.0;336.0;822.0;184.0;972.0;915.0;4,6;39,4;0,3367;;;2005
2005-01-27;09.00.00;2,4;1040.0;-200.0;8,4;917.0;335.0;739.0;204.0;1038.0;1021.0;4,8;41,9;0,3634;;;2005
2005-01-27;10.00.00;2,0;980.0;-200.0;5,5;790.0;318.0;839.0;185.0;934.0;897.0;5,9;40,2;0,3760;;;2005
2005-01-27;11.00.00;1,3;912.0;-200.0;3,5;683.0;201.0;961.0;125.0;872.0;699.0;7,0;38,4;0,3861;;;2005
2005-01-27;12.00.00;1,0;887.0;-200.0;3,0;649.0;166.0;1009.0;104.0;854.0;588.0;6,6;40,2;0,3944;;;2005
2005-01-27;13.00.00;1,2;922.0;-200.0;4,1;716.0;192.0;930.0;115.0;893.0;643.0;6,6;41,2;0,4046;;;2005
2005-01-27;14.00.00;1,5;928.0;-200.0;4,7;748.0;198.0;900.0;126.0;900.0;685.0;7,3;36,8;0,3779;;;2005
2005-01-27;15.00.00;1,3;921.0;-200.0;4,5;736.0;198.0;921.0;125.0;881.0;673.0;7,3;35,0;0,3584;;;2005
2005-01-27;16.00.00;1,5;905.0;-200.0;4,7;747.0;223.0;924.0;139.0;850.0;691.0;7,0;33,5;0,3367;;;2005
2005-01-27;17.00.00;1,5;906.0;-200.0;5,1;769.0;224.0;913.0;142.0;865.0;726.0;6,5;32,4;0,3155;;;2005
2005-01-27;18.00.00;2,1;981.0;-200.0;7,7;886.0;266.0;819.0;170.0;928.0;912.0;5,7;33,9;0,3131;;;2005
2005-01-27;19.00.00;2,6;1053.0;-200.0;10,3;987.0;326.0;750.0;195.0;1025.0;1048.0;5,0;36,1;0,3178;;;2005
2005-01-27;20.00.00;3,0;1086.0;-200.0;11,5;1032.0;343.0;717.0;202.0;1049.0;1136.0;4,7;38,3;0,3306;;;2005
2005-01-27;21.00.00;2,0;967.0;-200.0;6,0;811.0;243.0;863.0;168.0;911.0;909.0;4,5;39,9;0,3390;;;2005
2005-01-27;22.00.00;1,4;902.0;-200.0;3,6;689.0;177.0;995.0;128.0;838.0;719.0;4,3;41,1;0,3451;;;2005
2005-01-27;23.00.00;1,3;916.0;-200.0;4,3;725.0;155.0;953.0;115.0;855.0;746.0;4,0;43,1;0,3551;;;2005
2005-01-28;00.00.00;1,2;895.0;-200.0;3,4;677.0;143.0;999.0;111.0;827.0;700.0;3,7;46,0;0,3701;;;2005
2005-01-28;01.00.00;1,1;866.0;-200.0;2,4;613.0;124.0;1075.0;97.0;810.0;579.0;3,3;47,4;0,3716;;;2005
2005-01-28;02.00.00;0,9;861.0;-200.0;2,0;585.0;94.0;1120.0;77.0;807.0;553.0;3,0;49,1;0,3774;;;2005
2005-01-28;03.00.00;0,8;845.0;-200.0;1,4;534.0;-200.0;1146.0;-200.0;781.0;519.0;3,5;48,0;0,3822;;;2005
2005-01-28;04.00.00;0,6;849.0;-200.0;1,2;522.0;56.0;1158.0;51.0;779.0;467.0;3,6;48,0;0,3835;;;2005
2005-01-28;05.00.00;0,5;818.0;-200.0;0,9;486.0;58.0;1282.0;49.0;781.0;422.0;4,0;47,8;0,3919;;;2005
2005-01-28;06.00.00;0,6;864.0;-200.0;1,6;554.0;105.0;1159.0;79.0;819.0;545.0;4,1;48,1;0,3975;;;2005
2005-01-28;07.00.00;0,7;856.0;-200.0;1,7;559.0;122.0;1138.0;92.0;810.0;556.0;4,1;47,4;0,3926;;;2005
2005-01-28;08.00.00;1,6;1024.0;-200.0;6,2;823.0;274.0;827.0;167.0;992.0;879.0;4,2;48,7;0,4073;;;2005
2005-01-28;09.00.00;2,2;1050.0;-200.0;8,2;909.0;342.0;742.0;206.0;1055.0;993.0;4,1;49,8;0,4117;;;2005
2005-01-28;10.00.00;1,8;984.0;-200.0;6,4;832.0;296.0;822.0;184.0;966.0;892.0;4,3;48,4;0,4043;;;2005
2005-01-28;11.00.00;1,5;990.0;-200.0;5,9;808.0;279.0;838.0;176.0;975.0;901.0;4,6;49,7;0,4271;;;2005
2005-01-28;12.00.00;1,8;970.0;-200.0;5,7;798.0;325.0;842.0;191.0;941.0;874.0;4,5;49,6;0,4210;;;2005
2005-01-28;13.00.00;1,4;943.0;-200.0;5,3;781.0;222.0;871.0;147.0;925.0;722.0;4,4;48,4;0,4087;;;2005
2005-01-28;14.00.00;2,1;994.0;-200.0;7,3;871.0;279.0;793.0;174.0;997.0;836.0;4,7;47,2;0,4075;;;2005
2005-01-28;15.00.00;1,6;932.0;-200.0;5,1;767.0;248.0;888.0;167.0;920.0;669.0;4,2;49,5;0,4118;;;2005
2005-01-28;16.00.00;1,3;891.0;-200.0;3,9;706.0;193.0;949.0;138.0;860.0;600.0;3,4;50,7;0,3991;;;2005
2005-01-28;17.00.00;1,9;-200.0;-200.0;-200,0;-200.0;256.0;-200.0;164.0;-200.0;-200.0;-200;-200;-200;;;2005
2005-01-28;18.00.00;2,4;-200.0;-200.0;-200,0;-200.0;288.0;-200.0;190.0;-200.0;-200.0;-200;-200;-200;;;2005
2005-01-28;19.00.00;3,0;-200.0;-200.0;-200,0;-200.0;300.0;-200.0;198.0;-200.0;-200.0;-200;-200;-200;;;2005
2005-01-28;20.00.00;1,9;-200.0;-200.0;-200,0;-200.0;224.0;-200.0;155.0;-200.0;-200.0;-200;-200;-200;;;2005
2005-01-28;21.00.00;1,8;-200.0;-200.0;-200,0;-200.0;219.0;-200.0;153.0;-200.0;-200.0;-200;-200;-200;;;2005
2005-01-28;22.00.00;1,1;-200.0;-200.0;-200,0;-200.0;145.0;-200.0;110.0;-200.0;-200.0;-200;-200;-200;;;2005
2005-01-28;23.00.00;1,1;-200.0;-200.0;-200,0;-200.0;115.0;-200.0;91.0;-200.0;-200.0;-200;-200;-200;;;2005
2005-01-29;00.00.00;1,1;-200.0;-200.0;-200,0;-200.0;136.0;-200.0;105.0;-200.0;-200.0;-200;-200;-200;;;2005
2005-01-29;01.00.00;1,0;-200.0;-200.0;-200,0;-200.0;107.0;-200.0;85.0;-200.0;-200.0;-200;-200;-200;;;2005
2005-01-29;02.00.00;0,7;793.0;-200.0;0,8;480.0;70.0;1306.0;60.0;745.0;376.0;1,9;49,7;0,3528;;;2005
2005-01-29;03.00.00;0,6;790.0;-200.0;0,6;455.0;-200.0;1376.0;-200.0;751.0;336.0;1,6;52,9;0,3692;;;2005
2005-01-29;04.00.00;0,5;776.0;-200.0;0,5;445.0;37.0;1460.0;34.0;737.0;330.0;1,4;53,8;0,3687;;;2005
2005-01-29;05.00.00;0,5;766.0;-200.0;0,5;448.0;33.0;1494.0;31.0;734.0;321.0;1,0;54,7;0,3657;;;2005
2005-01-29;06.00.00;0,4;774.0;-200.0;0,6;458.0;43.0;1473.0;37.0;735.0;334.0;1,4;52,3;0,3591;;;2005
2005-01-29;07.00.00;0,5;801.0;-200.0;0,9;494.0;73.0;1324.0;58.0;754.0;395.0;1,6;51,0;0,3561;;;2005
2005-01-29;08.00.00;0,8;847.0;-200.0;2,0;586.0;125.0;1163.0;92.0;814.0;473.0;1,4;53,1;0,3642;;;2005
2005-01-29;09.00.00;1,1;874.0;-200.0;2,8;641.0;154.0;1022.0;110.0;857.0;553.0;1,7;54,1;0,3785;;;2005
2005-01-29;10.00.00;1,1;879.0;-200.0;2,8;642.0;140.0;1027.0;101.0;836.0;545.0;2,5;51,0;0,3778;;;2005
2005-01-29;11.00.00;1,1;888.0;-200.0;3,0;652.0;150.0;1025.0;96.0;833.0;547.0;2,9;48,7;0,3706;;;2005
2005-01-29;12.00.00;1,1;873.0;-200.0;2,4;610.0;139.0;1051.0;102.0;819.0;527.0;3,6;45,8;0,3674;;;2005
2005-01-29;13.00.00;1,1;877.0;-200.0;2,5;618.0;135.0;1027.0;96.0;830.0;505.0;3,1;48,1;0,3722;;;2005
2005-01-29;14.00.00;1,2;893.0;-200.0;3,0;653.0;152.0;987.0;102.0;845.0;550.0;3,4;46,6;0,3668;;;2005
2005-01-29;15.00.00;1,0;866.0;-200.0;2,2;602.0;121.0;1071.0;88.0;809.0;465.0;3,7;45,8;0,3697;;;2005
2005-01-29;16.00.00;1,2;873.0;-200.0;2,6;629.0;122.0;1049.0;87.0;817.0;467.0;4,4;43,7;0,3688;;;2005
2005-01-29;17.00.00;1,3;911.0;-200.0;3,4;676.0;167.0;998.0;115.0;855.0;555.0;4,0;44,9;0,3689;;;2005
2005-01-29;18.00.00;1,4;908.0;-200.0;3,0;653.0;165.0;980.0;118.0;847.0;551.0;3,3;46,8;0,3671;;;2005
2005-01-29;19.00.00;1,3;907.0;-200.0;3,1;657.0;190.0;981.0;134.0;844.0;569.0;3,1;48,1;0,3707;;;2005
2005-01-29;20.00.00;1,4;925.0;-200.0;3,4;678.0;176.0;960.0;125.0;861.0;594.0;2,8;49,0;0,3700;;;2005
2005-01-29;21.00.00;1,5;920.0;-200.0;2,9;649.0;196.0;983.0;140.0;849.0;598.0;3,1;47,4;0,3661;;;2005
2005-01-29;22.00.00;1,0;865.0;-200.0;1,7;561.0;103.0;1102.0;83.0;791.0;434.0;2,9;49,0;0,3725;;;2005
2005-01-29;23.00.00;1,0;867.0;-200.0;1,6;553.0;91.0;1136.0;73.0;792.0;412.0;2,8;49,1;0,3726;;;2005
2005-01-30;00.00.00;1,1;900.0;-200.0;2,3;604.0;119.0;1051.0;92.0;815.0;469.0;2,9;49,7;0,3782;;;2005
2005-01-30;01.00.00;1,3;901.0;-200.0;2,2;599.0;147.0;1023.0;109.0;825.0;515.0;3,8;46,5;0,3762;;;2005
2005-01-30;02.00.00;1,0;863.0;-200.0;1,7;560.0;101.0;1107.0;82.0;787.0;430.0;3,2;46,9;0,3658;;;2005
2005-01-30;03.00.00;1,1;884.0;-200.0;2,2;599.0;-200.0;1065.0;-200.0;813.0;503.0;3,1;45,2;0,3504;;;2005
2005-01-30;04.00.00;-200,0;873.0;-200.0;1,8;565.0;102.0;1097.0;83.0;793.0;494.0;3,1;44,8;0,3473;;;2005
2005-01-30;05.00.00;0,6;806.0;-200.0;0,6;459.0;55.0;1322.0;50.0;728.0;368.0;3,1;44,4;0,3420;;;2005
2005-01-30;06.00.00;0,5;801.0;-200.0;0,6;454.0;51.0;1374.0;44.0;727.0;348.0;3,0;43,4;0,3337;;;2005
2005-01-30;07.00.00;0,4;790.0;-200.0;0,4;431.0;53.0;1439.0;49.0;722.0;354.0;2,8;43,8;0,3308;;;2005
2005-01-30;08.00.00;0,5;805.0;-200.0;0,7;465.0;74.0;1358.0;62.0;736.0;382.0;2,7;43,2;0,3259;;;2005
2005-01-30;09.00.00;0,7;843.0;-200.0;1,2;520.0;113.0;1202.0;85.0;762.0;450.0;3,3;42,3;0,3299;;;2005
2005-01-30;10.00.00;0,8;849.0;-200.0;1,4;537.0;107.0;1148.0;82.0;757.0;460.0;4,6;39,0;0,3330;;;2005
2005-01-30;11.00.00;0,8;872.0;-200.0;2,0;583.0;101.0;1126.0;77.0;765.0;441.0;5,6;37,5;0,3426;;;2005
2005-01-30;12.00.00;1,0;890.0;-200.0;2,0;585.0;129.0;1097.0;92.0;776.0;454.0;7,2;34,2;0,3488;;;2005
2005-01-30;13.00.00;0,9;874.0;-200.0;1,6;552.0;126.0;1128.0;95.0;760.0;415.0;6,9;35,6;0,3561;;;2005
2005-01-30;14.00.00;0,9;863.0;-200.0;1,6;553.0;132.0;1133.0;95.0;742.0;419.0;8,2;30,1;0,3281;;;2005
2005-01-30;15.00.00;0,9;840.0;-200.0;1,8;566.0;101.0;1176.0;76.0;717.0;368.0;7,6;27,9;0,2927;;;2005
2005-01-30;16.00.00;1,0;845.0;-200.0;1,8;569.0;128.0;1151.0;95.0;709.0;397.0;7,9;25,9;0,2774;;;2005
2005-01-30;17.00.00;1,0;888.0;-200.0;2,6;625.0;170.0;1062.0;118.0;763.0;510.0;7,8;28,3;0,3017;;;2005
2005-01-30;18.00.00;1,1;845.0;-200.0;2,0;582.0;174.0;1120.0;123.0;719.0;473.0;6,3;28,8;0,2772;;;2005
2005-01-30;19.00.00;1,2;880.0;-200.0;2,8;641.0;215.0;1077.0;140.0;759.0;537.0;5,4;30,1;0,2726;;;2005
2005-01-30;20.00.00;1,6;917.0;-200.0;3,9;708.0;248.0;972.0;163.0;787.0;670.0;5,0;31,1;0,2730;;;2005
2005-01-30;21.00.00;1,7;927.0;-200.0;4,1;715.0;247.0;965.0;164.0;797.0;711.0;4,6;33,8;0,2898;;;2005
